"","id","pert_id","pert_iname","cell_iname","pert_type","pert_idose","pert_itime","nsample","ss_ngene","cc_q75","tas","qc_pass","is_hiq","is_ncs_sig","is_exemplar_sig","is_null_sig","moa","target_name","raw_cs","fdr_q_nlog10","norm_cs"
"13438","AICHI001_TMD8_24H:G16","BRD-K81418486","vorinostat","TMD8","trt_cp","0.125 uM","24 h",3,105,"0.37","0.199309",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9","0.6909","1.3886","1.5244"
"13498","REP.A013_MCF10A_24H:J03","BRD-K41213548","KW-2478","MCF10A","trt_cp","1.11 uM","24 h",3,514,"0.7168","0.613778",1,1,1,1,0,"HSP inhibitor","-666","0.6906","1.3782","1.5236"
"13502","CPC016_NPC_24H:BRD-K53523901-001-02-8:10","BRD-K53523901","arctigenin","NPC","trt_cp","10 uM","24 h",4,213,"0.24","0.228626",0,0,1,1,0,"MEK inhibitor","ADIPOR1|AHR|CHUK|MAP2K1","0.6905","1.3775","1.5236"
"13504","CPC018_A549_6H:BRD-K54142781-003-02-7:10","BRD-K54142781","cirazoline","A549","trt_cp","10 uM","6 h",3,135,"0.24","0.182013",1,0,1,1,0,"Adrenergic receptor agonist","ADRA1A","0.6905","1.3775","1.5236"
"13616","CPC006_NCIH596_6H:BRD-K32330832-001-01-0:11.1","BRD-K32330832","VER-155008","NCIH596","trt_cp","12 uM","6 h",2,184,"0.45","0.290968",0,0,1,1,0,"HSP inhibitor","HSPA1A","0.69","1.3699","1.5225"
"13623","CPC016_NPC_24H:BRD-K18574842-323-03-3:10","BRD-K18574842","nafcillin","NPC","trt_cp","10 uM","24 h",3,82,"0.02","0.0409499",0,0,1,1,0,"Bacterial cell wall synthesis inhibitor","CYP3A4|CYP1A2|SLC22A6","0.69","1.3697","1.5224"
"13629","CPC006_VCAP_6H:BRD-K77947974-001-05-6:4.21","BRD-K77947974","fluspirilene","VCAP","trt_cp","4 uM","6 h",4,478,"0.48","0.484357",1,1,1,1,0,"Dopamine receptor antagonist","DRD2|HTR2A|CACNG1|HRH1|HTR1A|HTR1D|HTR1E","0.69","1.3695","1.5223"
"13642","REP.B014_HA1E_24H:G08","BRD-K59524082","maribavir","HA1E","trt_cp","0.74 uM","24 h",2,65,"0.3199","0.145812",1,1,1,1,0,"Protein kinase inhibitor","PYGM","0.6899","1.3694","1.5223"
"13662","CPC006_NOMO1_6H:BRD-A71390734-001-01-7:0.08","BRD-A71390734","idarubicin","NOMO1","trt_cp","0.08 uM","6 h",2,196,"0.23","0.214695",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A","0.6898","1.3684","1.522"
"13682","REP.B014_HA1E_24H:M02","BRD-K37687095","AZD-8330","HA1E","trt_cp","0.74 uM","24 h",2,333,"0.5531","0.433965",1,1,1,1,0,"MEK inhibitor","-666","0.6898","1.3676","1.5219"
"13730","CPC015_ASC_24H:BRD-K45033733-001-05-6:10","BRD-K45033733","famciclovir","ASC","trt_cp","10 uM","24 h",4,190,"0.06","0.107965",0,0,1,1,0,"DNA inhibitor","-666","0.6896","1.3563","1.5214"
"13810","CPC015_NPC_24H:BRD-A90131694-001-02-8:10","BRD-A90131694","alclometasone","NPC","trt_cp","10 uM","24 h",4,324,"0.04","0.115115",0,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|CYP3A4|SERPINA6","0.6891","1.3343","1.5205"
"13815","REP.A019_PC3_24H:E11","BRD-K46290096","preladenant","PC3","trt_cp","0.125 uM","24 h",3,195,"0.1354","0.164307",0,0,1,1,0,"Adenosine receptor antagonist","ADORA2A|ADORA1|ADORA2B|ADORA3","0.6891","1.3343","1.5204"
"13832","CPC006_NCIH508_6H:BRD-K67075780-001-03-7:160","BRD-K67075780","TGX-115","NCIH508","trt_cp","150 uM","6 h",2,278,"0.06","0.130596",0,0,1,1,0,"PI3K inhibitor","-666","0.689","1.3343","1.5202"
"13876","LJP005_HS578T_24H:C13","BRD-K56343971","vemurafenib","HS578T","trt_cp","10 uM","24 h",3,143,"0.4","0.24184",1,1,1,1,0,"RAF inhibitor","BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1","0.6889","1.3343","1.5199"
"13896","AICHI002_SKMEL5_24H:E01","BRD-K50168500","canertinib","SKMEL5","trt_cp","10 uM","24 h",3,336,"0.53","0.426715",1,1,1,1,0,"EGFR inhibitor","EGFR|ERBB2|ERBB4|AKT1","0.6888","1.3343","1.5197"
"13912","CPC006_NCIH596_6H:BRD-K49371609-310-01-1:0.09","BRD-K49371609","PIK-75","NCIH596","trt_cp","0.08 uM","6 h",2,398,"0.53","0.464419",1,1,1,1,0,"PI3K inhibitor","PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC","0.6887","1.3343","1.5196"
"13924","CPC016_ASC_24H:BRD-K30867024-003-01-7:10","BRD-K30867024","SB-216641","ASC","trt_cp","10 uM","24 h",3,310,"0.21","0.258001",0,0,1,1,0,"Serotonin receptor antagonist","HTR1D|HTR1B|HTR1A|HTR2A|HTR2B|HTR2C","0.6887","1.3343","1.5195"
"13948","CPC006_PC3_24H:N01","BRD-A71390734","idarubicin","PC3","trt_cp","0.08 uM","24 h",5,273,"0.426","0.344839",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A","0.6886","1.3343","1.5193"
"13963","CPC003_VCAP_6H:BRD-K71059170-001-02-5:10","BRD-K71059170","cefixime","VCAP","trt_cp","10 uM","6 h",5,394,"0.31","0.353394",0,0,1,1,0,"Bacterial cell wall synthesis inhibitor","-666","0.6885","1.3343","1.5191"
"13975","CPC005_VCAP_24H:BRD-K27141178-003-02-4:10","BRD-K27141178","SB-203186","VCAP","trt_cp","10 uM","24 h",5,321,"0.14","0.214362",0,0,1,1,0,"Serotonin receptor antagonist","HTR4","0.6884","1.3343","1.519"
"14015","LJP007_PC3_24H:H13","BRD-K26838195","AST-1306","PC3","trt_cp","10 uM","24 h",2,210,"0.4587","0.313837",1,1,1,1,0,"EGFR inhibitor","EGFR|ERBB2|ERBB4","0.6883","1.3343","1.5187"
"14057","REP.A015_THP1_24H:D13","BRD-K56343971","vemurafenib","THP1","trt_cp","10 uM","24 h",2,152,"0.3445","0.231391",1,1,1,1,0,"RAF inhibitor","BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1","0.6881","1.3343","1.5182"
"14095","CPC018_ASC_24H:BRD-K37814297-050-05-4:10","BRD-K37814297","acepromazine","ASC","trt_cp","10 uM","24 h",3,82,"0.1","0.0915667",1,0,1,1,0,"Dopamine receptor antagonist","ADRA1A|ADRA1B|DRD1|DRD2|HTR1A|HTR2A","0.6879","1.3343","1.5178"
"14121","LJP008_THP1_24H:H15","BRD-K77908580","entinostat","THP1","trt_cp","1.11 uM","24 h",2,590,"0.8651","0.72242",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9","0.6877","1.3343","1.5174"
"14136","CPC005_MCF7_24H:BRD-K54095730-001-01-5:10","BRD-K54095730","CMPD-1","MCF7","trt_cp","10 uM","24 h",5,321,"0.27","0.29769",1,1,1,1,0,"P38 MAPK inhibitor","GNRHR|MAPK14","0.6877","1.3343","1.5173"
"14187","CPC015_ASC_24H:BRD-K54790157-001-10-6:10","BRD-K54790157","trioxsalen","ASC","trt_cp","10 uM","24 h",4,89,"0.04","0.0603331",0,0,1,1,0,"DNA inhibitor","-666","0.6874","1.3343","1.5167"
"14189","LIVB001_HUH7_72H:E17","BRD-A09472452","flecainide","HUH7","trt_cp","8 uM","72 h",3,154,"0.17","0.163612",0,0,1,1,0,"Sodium channel inhibitor","SCN5A|KCNA5|KCNA7|SCN4A","0.6874","1.3343","1.5166"
"14190","CPC010_HEPG2_6H:BRD-K20338176-001-14-4:10","BRD-K20338176","cefaclor","HEPG2","trt_cp","10 uM","6 h",3,74,"0.14","0.102923",1,0,1,1,0,"Bacterial cell wall synthesis inhibitor","-666","0.6874","1.3343","1.5166"
"14297","REP.A015_PC3_24H:P13","BRD-K61397605","romidepsin","PC3","trt_cp","10 uM","24 h",2,746,"0.8378","0.799411",0,0,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9","0.6868","1.3343","1.5154"
"14408","REP.A004_MCF7_24H:I01","BRD-K22749967","ABT-239","MCF7","trt_cp","10 uM","24 h",3,178,"0.3233","0.242574",0,0,1,1,0,"Histamine receptor antagonist","HRH3|HRH1|HRH2","0.6863","1.3343","1.5143"
"14417","CPC016_ASC_24H:BRD-K37618799-001-01-4:10","BRD-K37618799","MRS-1220","ASC","trt_cp","10 uM","24 h",3,379,"0.23","0.298548",0,0,1,1,0,"Adenosine receptor antagonist","ADORA3|ADORA2B","0.6863","1.3343","1.5141"
"14428","REP.A011_MCF7_24H:J05","BRD-K06335600","tizanidine","MCF7","trt_cp","0.125 uM","24 h",2,774,"0.5004","0.629303",0,0,1,1,0,"Adrenergic receptor agonist","CYP1A2|ADRA2A|ADRA2B|ADRA2C|NISCH","0.6862","1.3343","1.514"
"14456","CPC013_HA1E_6H:BRD-K56334280-001-01-0:10","BRD-K56334280","amonafide","HA1E","trt_cp","10 uM","6 h",3,149,"0.38","0.240611",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B","0.686","1.3343","1.5136"
"14488","CPC018_PHH_24H:BRD-A97730597-003-03-2:10","BRD-A97730597","hexylcaine","PHH","trt_cp","10 uM","24 h",3,99,"0.16","0.127265",0,0,1,1,0,"Sodium channel inhibitor","SCN5A|SCN10A","0.6858","1.3343","1.5132"
"14490","LIVB001_HUH7_72H:L19","BRD-K54094468","remoxipride","HUH7","trt_cp","8 uM","72 h",3,151,"0.18","0.166708",0,0,1,1,0,"Dopamine receptor antagonist","DRD2|DRD3|DRD4|HTR2A|SIGMAR1","0.6858","1.3343","1.5132"
"14492","CPC015_ASC_24H:BRD-K93645900-001-04-8:10","BRD-K93645900","tadalafil","ASC","trt_cp","10 uM","24 h",4,448,"0.22","0.317454",0,0,1,1,0,"Phosphodiesterase inhibitor","PDE5A|PDE11A","0.6858","1.3343","1.5131"
"14502","REP.A019_HT29_24H:N12","BRD-A49765801","BRD-A49765801","HT29","trt_cp","0.04 uM","24 h",3,127,"0.1249","0.127354",0,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|SERPINA6","0.6858","1.3343","1.513"
"14545","REP.B016_YAPC_24H:K01","BRD-K54770957","etoricoxib","YAPC","trt_cp","2.22 uM","24 h",2,416,"0.6382","0.521021",1,1,1,1,0,"Cyclooxygenase inhibitor","PTGS2","0.6855","1.3343","1.5125"
"14568","REP.A015_JURKAT_24H:C14","BRD-K56334280","amonafide","JURKAT","trt_cp","3.33 uM","24 h",2,117,"0.316","0.194432",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B","0.6854","1.3343","1.5122"
"14596","CPC016_SKB_24H:BRD-K93461745-003-14-4:10","BRD-K93461745","buspirone","SKB","trt_cp","10 uM","24 h",2,86,"0.36","0.177923",1,0,1,1,0,"Serotonin receptor agonist","HTR1A|DRD2","0.6853","1.3343","1.512"
"14673","CPC005_HT29_24H:BRD-A62057054-001-01-5:10","BRD-A62057054","MDL-11939","HT29","trt_cp","10 uM","24 h",3,454,"0.54","0.500674",1,0,1,1,0,"Serotonin receptor antagonist","HTR2A|HTR2B|HTR2C","0.6849","1.3343","1.5111"
"14709","CPC002_VCAP_6H:BRD-K98157055-001-04-2:10","BRD-K98157055","SIB-1757","VCAP","trt_cp","10 uM","6 h",4,146,"0.26","0.197012",0,0,1,1,0,"Glutamate receptor antagonist","GRM5","0.6848","1.3343","1.5108"
"14712","REP.A001_HA1E_24H:O12","BRD-K30126819","dimesna","HA1E","trt_cp","0.04 uM","24 h",3,103,"0.1331","0.118396",1,0,1,1,0,"Tubulin inhibitor","-666","0.6847","1.3343","1.5108"
"14729","PCLB002_HEPG2_24H:BRD-A60070924:10","BRD-A60070924","alpha-estradiol","HEPG2","trt_cp","10 uM","24 h",3,99,"0.3","0.174264",1,1,1,1,0,"Estrogen receptor agonist","-666","0.6847","1.3343","1.5106"
"14776","LCP001_MCF10A.PIK3CA.HH_24H:E11","BRD-K91623615","ABT-751","MCF10A","trt_cp","3.33 uM","24 h",3,177,"0.58","0.32399",1,1,1,1,0,"Tubulin inhibitor","TUBB","0.6845","1.3343","1.5102"
"14822","LIVB001_HUH7_72H:E06","BRD-K47278471","diphenhydramine","HUH7","trt_cp","12.5 uM","72 h",3,117,"0.11","0.114715",0,0,1,1,0,"Histamine receptor antagonist","HRH1","0.6843","1.3343","1.5098"
"14853","REP.B012_A549_24H:A14","BRD-K00152668","adarotene","A549","trt_cp","0.74 uM","24 h",2,204,"0.3558","0.272426",0,0,1,1,0,"Retinoid receptor agonist","RARG|RARA|RARB","0.6841","1.3343","1.5095"
"14873","CPC013_NPC_24H:BRD-K63068307-001-01-4:10","BRD-K63068307","ZSTK-474","NPC","trt_cp","10 uM","24 h",3,374,"0.4","0.391108",0,0,1,1,0,"PI3K inhibitor","PIK3CG|PIK3CA|PIK3CB|PIK3CD","0.684","1.3343","1.5093"
"14889","REP.A010_PC3_24H:D22","BRD-K12867552","PCI-24781","PC3","trt_cp","0.37 uM","24 h",3,309,"0.6306","0.446362",0,0,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC6|HDAC10|HDAC8","0.684","1.3343","1.5091"
"14923","REP.B012_MCF10A_24H:A14","BRD-K00152668","adarotene","MCF10A","trt_cp","0.74 uM","24 h",2,110,"0.0708","0.0892367",1,1,1,1,0,"Retinoid receptor agonist","RARG|RARA|RARB","0.6838","1.3342","1.5087"
"14982","PBIOA018_HT29_24H:O15","BRD-K30421593","timolol","HT29","trt_cp","1.11 uM","24 h",3,428,"0.4936","0.464772",1,1,1,1,0,"Adrenergic receptor antagonist","ADRB2|ADRB1","0.6836","1.3297","1.5082"
"14983","REP.A027_HEK293_24H:J20","BRD-A97674275","ranolazine","HEK293","trt_cp","3.33 uM","24 h",3,113,"0.0661","0.0873918",0,0,1,1,0,"Sodium channel inhibitor","SCN5A|SCN9A|SLC22A2|SCN10A|SCN4A","0.6836","1.3295","1.5082"
"15118","PCLB002_PC3_24H:BRD-K28578425:0.04","BRD-K28578425","cilostamide","PC3","trt_cp","0.04 uM","24 h",3,130,"0.28","0.192922",1,1,1,1,0,"Phosphodiesterase inhibitor","PDE3A|PDE3B","0.6829","1.3252","1.5068"
"15152","CPC018_NPC_24H:BRD-K77641333-003-15-6:10","BRD-K77641333","naphazoline","NPC","trt_cp","10 uM","24 h",3,97,"0.1","0.0995902",0,0,1,1,0,"Adrenergic receptor agonist","ADRA1A|ADRA2A","0.6827","1.3252","1.5064"
"15153","CPC012_HT29_6H:BRD-A15010982-001-01-9:10","BRD-A15010982","HU-211","HT29","trt_cp","10 uM","6 h",5,137,"0.13","0.134947",0,0,1,1,0,"Glutamate receptor antagonist","CNR1|CNR2|GRIN1","0.6827","1.3252","1.5064"
"15181","REP.A021_MDAMB231_24H:B08","BRD-K80267133","aminosalicylic-acid","MDAMB231","trt_cp","3.33 uM","24 h",3,133,"0.1499","0.142777",0,0,1,1,0,"Cyclooxygenase inhibitor","-666","0.6826","1.3252","1.5061"
"15184","CPC011_A375_6H:BRD-K33312228-001-04-3:10","BRD-K33312228","halometasone","A375","trt_cp","10 uM","6 h",3,235,"0.12","0.169807",0,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1","0.6826","1.3252","1.506"
"15259","CPC006_HT29_24H:BRD-K06854232-001-03-3:10","BRD-K06854232","AM-580","HT29","trt_cp","10 uM","24 h",4,117,"0.25","0.172939",1,1,1,1,0,"Retinoid receptor agonist","RARA","0.6822","1.3234","1.5052"
"15273","CPC006_HCC515_6H:O11","BRD-K81647657","BRD-K81647657","HCC515","trt_cp","10 uM","6 h",3,367,"0.4911","0.429288",1,1,1,1,0,"PI3K inhibitor","-666","0.6821","1.3213","1.5051"
"15302","CPC017_MCF7_24H:BRD-A10355991-003-01-8:10","BRD-A10355991","norketamine","MCF7","trt_cp","10 uM","24 h",4,159,"0.12","0.139675",1,0,1,1,0,"Glutamate receptor antagonist","CYP3A4","0.682","1.3194","1.5047"
"15334","CPC002_HCC515_6H:BRD-K16195444-003-13-8:10","BRD-K16195444","oxymetazoline","HCC515","trt_cp","10 uM","6 h",3,526,"0.15","0.284033",1,0,1,1,0,"Adrenergic receptor agonist","ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C|CYP2C19|HTR1B|HTR1D|HTR2C","0.6818","1.3194","1.5043"
"15370","CPC002_VCAP_24H:BRD-A62071884-001-02-0:10","BRD-A62071884","siguazodan","VCAP","trt_cp","10 uM","24 h",3,75,"0.34","0.161473",1,1,1,1,0,"Phosphodiesterase inhibitor","PDE3A","0.6816","1.3194","1.504"
"15384","CPC015_SKB_24H:BRD-A92826379-009-03-4:10","BRD-A92826379","lupanine","SKB","trt_cp","10 uM","24 h",2,64,"0.15","0.0990755",0,0,1,1,0,"Sodium channel inhibitor","INS","0.6816","1.3194","1.5039"
"15417","CPC005_VCAP_6H:BRD-K06467078-003-03-7:10","BRD-K06467078","corynanthine","VCAP","trt_cp","10 uM","6 h",4,144,"0.08","0.108532",0,0,1,1,0,"Adrenergic receptor antagonist","-666","0.6814","1.3194","1.5035"
"15430","CPC003_VCAP_6H:BRD-K70487031-001-01-0:10","BRD-K70487031","flupentixol","VCAP","trt_cp","10 uM","6 h",5,410,"0.24","0.317196",0,0,1,1,0,"Dopamine receptor antagonist","DRD2|DRD1|ADRA1A|CHRM1|DRD3|DRD5|HTR2A","0.6814","1.3194","1.5034"
"15450","CPC009_VCAP_6H:BRD-K32318651-001-15-3:10","BRD-K32318651","acyclovir","VCAP","trt_cp","10 uM","6 h",4,303,"0.34","0.324557",1,1,1,1,0,"DNA inhibitor","PNP","0.6813","1.3194","1.5033"
"15493","LJP008_CD34_24H:L24","BRD-K17743125","belinostat","CD34","trt_cp","0.04 uM","24 h",3,219,"0.4148","0.30477",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|HDAC10|HDAC11","0.6811","1.3194","1.5028"
"15509","REP.A014_HEK293_24H:I24","BRD-K56851771","enzalutamide","HEK293","trt_cp","0.04 uM","24 h",3,169,"0.1199","0.143941",0,0,1,1,0,"Androgen receptor antagonist","AR|CYP2C19|CYP2C8|CYP3A4","0.681","1.3194","1.5027"
"15516","PAC002_U2OS_6H:BRD-K41524689-001-05-2:13.2308","BRD-K41524689","paracetamol","U2OS","trt_cp","12.5 uM","6 h",2,18,"0.15","0.0525427",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2|CYP2E1|FAAH|TRPV1","0.681","1.3194","1.5025"
"15519","REP.A021_JURKAT_24H:I07","BRD-K83794243","palovarotene","JURKAT","trt_cp","10 uM","24 h",3,155,"0.2117","0.183171",0,0,1,1,0,"Retinoid receptor agonist","RARG","0.681","1.3194","1.5025"
"15617","PAC005_U2OS_6H:BRD-A62525898-001-02-9:10","BRD-A62525898","prednisone","U2OS","trt_cp","10 uM","6 h",2,91,"0.34","0.177865",1,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|HSD11B1","0.6805","1.3194","1.5015"
"15632","LJP007_NPC.CAS9_24H:O20","BRD-K31313613","BS-181","NPC","trt_cp","3.33 uM","24 h",3,165,"0.3798","0.253134",1,0,1,1,0,"CDK inhibitor","CDK7","0.6805","1.3194","1.5014"
"15647","CPC017_SKB_24H:BRD-A17453586-003-01-5:10","BRD-A17453586","MDL-72832","SKB","trt_cp","10 uM","24 h",2,34,"0.1","0.0589617",0,0,1,1,0,"Serotonin receptor agonist","HTR1A","0.6805","1.3194","1.5014"
"15678","CPC015_HT29_6H:BRD-A41145729-001-02-7:10","BRD-A41145729","methoprene-acid","HT29","trt_cp","10 uM","6 h",3,107,"0.21","0.151577",1,0,1,1,0,"Retinoid receptor agonist","RXRA","0.6803","1.3194","1.501"
"15681","REP.B016_HEK293_24H:E01","BRD-K52233191","R-547","HEK293","trt_cp","2.22 uM","24 h",2,406,"0.481","0.446854",0,0,1,1,0,"CDK inhibitor","CDK2|CDK1|CDK4|CCND1|CCNE1|CDK7","0.6803","1.3194","1.501"
"15715","CPC015_NPC_24H:BRD-K13926615-003-02-5:10","BRD-K13926615","vardenafil","NPC","trt_cp","10 uM","24 h",4,89,"0.12","0.1045",1,0,1,1,0,"Phosphodiesterase inhibitor","PDE5A|CYP2C19|CYP2C8|CYP3A5|PDE6G|PDE6H","0.6802","1.3194","1.5007"
"15730","CPC016_SKB_24H:BRD-A64227845-004-02-8:10","BRD-A64227845","SKF-77434","SKB","trt_cp","10 uM","24 h",3,469,"0.3","0.379295",0,0,1,1,0,"Dopamine receptor agonist","DRD1","0.6801","1.3194","1.5005"
"15766","CPC002_HA1E_6H:BRD-K85871428-001-01-9:10","BRD-K85871428","SC-68376","HA1E","trt_cp","10 uM","6 h",3,297,"0.36","0.330644",1,0,1,1,0,"P38 MAPK inhibitor","MAPK14","0.6799","1.3194","1.5001"
"15809","CPC016_A375_6H:BRD-K87049188-001-03-6:10","BRD-K87049188","fusaric-acid","A375","trt_cp","10 uM","6 h",5,328,"0.13","0.208804",0,0,1,1,0,"Dopamine receptor antagonist","DBH","0.6797","1.3194","1.4997"
"15811","REP.B013_MCF10A_24H:E15","BRD-K38868394","MK-0773","MCF10A","trt_cp","0.25 uM","24 h",2,37,"0.1261","0.0690699",1,1,1,1,0,"Androgen receptor antagonist","AR","0.6797","1.3194","1.4997"
"15824","LIVB001_HUH7_72H:H17","BRD-A09533288","verapamil","HUH7","trt_cp","8 uM","72 h",3,126,"0.12","0.124339",0,0,1,1,0,"Calcium channel blocker","CACNA1C|CACNA1D|CACNA1G|CACNA1S|CYP2C8|CYP2E1|CYP3A5|CYP3A7|DRD2|CACNA1A|CACNA1B|CACNA1F|CACNA1I|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4","0.6796","1.3194","1.4995"
"15886","CPC017_SKB_24H:BRD-K17743697-066-02-8:10","BRD-K17743697","KB-R7943","SKB","trt_cp","10 uM","24 h",2,56,"0.02","0.0338407",1,1,1,1,0,"Sodium channel inhibitor","SLC8A1|TRPC3|TRPC5|TRPC6","0.6793","1.3194","1.4988"
"15898","CPC005_HT29_24H:BRD-K49049886-001-03-8:10","BRD-K49049886","CGS-15943","HT29","trt_cp","10 uM","24 h",3,538,"0.5","0.524453",1,1,1,1,0,"Adenosine receptor antagonist","ADORA1|ADORA2A|ADORA2B|ADORA3","0.6793","1.3194","1.4987"
"15908","REP.A002_HT29_24H:O12","BRD-K18194590","mephentermine","HT29","trt_cp","0.04 uM","24 h",3,122,"0.1792","0.149513",0,0,1,1,0,"Adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3","0.6792","1.3194","1.4986"
"15915","REP.A016_PC3_24H:L01","BRD-K54847683","equol","PC3","trt_cp","10 uM","24 h",3,129,"0.1796","0.153914",1,1,1,1,0,"Estrogen receptor agonist","ESR2|ESR1","0.6792","1.3194","1.4985"
"15940","REP.A015_A375_24H:E07","BRD-K56844688","epirubicin","A375","trt_cp","10 uM","24 h",3,711,"0.7605","0.743558",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|CHD1","0.679","1.3194","1.4982"
"15944","CPC016_A375_6H:BRD-A22844106-001-16-1:10","BRD-A22844106","tenoxicam","A375","trt_cp","10 uM","6 h",5,183,"0.07","0.114447",1,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1","0.679","1.3194","1.4982"
"15954","REP.A008_YAPC_24H:P03","BRD-K89014967","AS-703026","YAPC","trt_cp","1.11 uM","24 h",3,628,"0.6586","0.650311",0,0,1,1,0,"MEK inhibitor","MAP2K1|MAP2K2","0.679","1.3194","1.498"
"16002","REP.B011_HA1E_24H:E01","BRD-K05104363","PD-184352","HA1E","trt_cp","2.22 uM","24 h",2,131,"0.3232","0.208066",1,1,1,1,0,"MEK inhibitor","MAP2K1|MAP2K2|MAP3K1|MAP3K2","0.6787","1.3194","1.4976"
"16022","REP.B010_HEK293_24H:M08","BRD-A14966924","alaproclate","HEK293","trt_cp","0.74 uM","24 h",2,65,"0.2793","0.136246",0,0,1,1,0,"Serotonin receptor antagonist","SLC6A4","0.6787","1.3194","1.4974"
"16044","PAC004_U2OS_6H:BRD-K16551401-003-01-8:10","BRD-K16551401","PNU-22394","U2OS","trt_cp","10 uM","6 h",2,78,"0.2","0.126297",1,0,1,1,0,"Serotonin receptor agonist","HTR2A|HTR2B|HTR2C|MAOA|MAOB","0.6786","1.3194","1.4972"
"16079","CPC005_HT29_6H:BRD-A33168282-003-06-5:10","BRD-A33168282","sotalol","HT29","trt_cp","10 uM","6 h",3,383,"0.1","0.197893",1,0,1,1,0,"Adrenergic receptor antagonist","ADRB1|ADRB2|KCNH2","0.6784","1.3194","1.4968"
"16084","REP.A023_MCF7_24H:B13","BRD-K67102207","phenylbutyrate","MCF7","trt_cp","10 uM","24 h",3,90,"0.235","0.147057",1,0,1,1,0,"HDAC inhibitor","CYP3A5|HDAC1","0.6784","1.3194","1.4968"
"16087","REP.B020_HA1E_24H:F03","BRD-K85751432","refametinib","HA1E","trt_cp","0.25 uM","24 h",2,86,"0.2328","0.143077",1,1,1,1,0,"MEK inhibitor","MAP2K1|MAP2K2","0.6784","1.3194","1.4967"
"16105","CPC011_HT29_6H:BRD-K40901640-311-04-7:10","BRD-K40901640","cinanserin","HT29","trt_cp","10 uM","6 h",4,469,"0.16","0.276998",0,0,1,1,0,"Serotonin receptor antagonist","HTR2A","0.6783","1.3194","1.4965"
"16114","CPC006_THP1_6H:F17","BRD-A35588707","teniposide","THP1","trt_cp","1.25 uM","6 h",2,398,"0.5828","0.487003",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A|CYP3A5|TOP2B","0.6782","1.3194","1.4964"
"16126","CPC002_HCC515_6H:BRD-K97509413-001-01-8:10","BRD-K97509413","coumestrol","HCC515","trt_cp","10 uM","6 h",3,281,"0.53","0.390231",1,1,1,1,0,"Estrogen receptor agonist","ESR1|ESR2","0.6782","1.3194","1.4963"
"16134","CPC019_HA1E_6H:BRD-K98426715-001-01-9:10","BRD-K98426715","tubacin","HA1E","trt_cp","10 uM","6 h",3,239,"0.32","0.279643",1,0,1,1,0,"HDAC inhibitor","HDAC6","0.6781","1.3194","1.4962"
"16144","CPC001_HCC515_24H:BRD-K28806945-001-01-9:10","BRD-K28806945","L-750667","HCC515","trt_cp","10 uM","24 h",3,46,"0.06","0.0531233",1,0,1,1,0,"Dopamine receptor antagonist","DRD4","0.6781","1.3194","1.496"
"16179","REP.A009_HA1E_24H:O18","BRD-K34157611","cimetidine","HA1E","trt_cp","0.04 uM","24 h",3,60,"0.158","0.0984543",0,0,1,1,0,"Histamine receptor antagonist","HRH2|SLC29A4|SLC47A1|SLC47A2","0.6779","1.3194","1.4958"
"16181","CPC006_NCIH2073_6H:BRD-K81647657-001-01-9:10","BRD-K81647657","BRD-K81647657","NCIH2073","trt_cp","10 uM","6 h",2,159,"0.17","0.166247",0,0,1,1,0,"PI3K inhibitor","-666","0.6779","1.3194","1.4958"
